rel_path,file_type,parse_status,page_count,parsed_json
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\JWSH24110025 부산\JWSH24110025 -CI.pdf,CI,success,1,"{""invoice_no"": ""Z20241025158"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4-BDV-S"", ""qty_pc"": 7380, ""total_watt"": 4649400, ""total_usd"": 488187.0}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\JWSH24110025 부산\JWSH24110025 -PL.pdf,PL,success,1,"{""invoice_no"": ""Z20241025158"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 7380}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\디원 7840pcs\JWSH24110045-CI.pdf,CI,success,1,"{""invoice_no"": ""Z20241025318"", ""pa_no"": ""MCKRJH24Q207"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 7740, ""total_usd"": 51606.0}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\디원 7840pcs\JWSH24110045-PL.pdf,PL,success,1,"{""invoice_no"": ""Z20241025318"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 7740, ""pallets"": 100}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반광양 JWSH24110046  7920pcs\JWSH24110046 CI.pdf,CI,success,1,"{""invoice_no"": ""Z20241104458"", ""lc_no"": ""M12MK2410NU00025"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 7920, ""total_watt"": 4989600, ""total_usd"": 523908.0}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반광양 JWSH24110046  7920pcs\JWSH24110046-PL.pdf,PL,success,1,"{""invoice_no"": ""Z20241104458"", ""lc_no"": ""M12MK2410NU00025"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 7920}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반 광양 JWSH24110079  17,280pcs\JWSH24110079-CI.pdf",CI,success,1,"{""invoice_no"": ""Z20241104457"", ""lc_no"": ""M12MK2410NU00025"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4-BDV-S"", ""qty_pc"": 17280, ""total_watt"": 10886400, ""total_usd"": 1143072.0}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\일반 광양 JWSH24110079  17,280pcs\JWSH24110079-PL.pdf",PL,success,1,"{""invoice_no"": ""Z20241104457"", ""lc_no"": ""M12MK2410NU00025"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 17280}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110083 CI.pdf,CI,success,1,"{""invoice_no"": ""Z20241104462"", ""lc_no"": ""M12MK2410NU00025"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 5904, ""total_watt"": 3719520, ""total_usd"": 390549.0}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110083 PL v2.pdf,PL,success,1,"{""invoice_no"": ""Z20241104462"", ""lc_no"": ""M12MK2410NU00025"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""qty_pc"": 5904}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110083 PL.pdf,PL,success,2,"{""invoice_no"": ""Z202411044"", ""lc_no"": ""M12MK2410NU00025"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 5904}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110084 CI.pdf,CI,success,1,"{""invoice_no"": ""Z20241106381"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 1188, ""total_watt"": 748440, ""total_usd"": 78586.0}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\광양 일반물량\JWSH24110084 PL.pdf,PL,success,1,"{""invoice_no"": ""Z20241106381"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 1188, ""pallets"": 24}"
2024년 모듈발주\징코모듈\선적서류\11520pcs JWSH24120043 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202412060735"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520}"
2024년 모듈발주\징코모듈\선적서류\11520pcs JWSH24120043 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202412060735"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520, ""pallets"": 635}"
2024년 모듈발주\징코모듈\선적서류\12096pcs JWSH24120044 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202412060737"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 12096}"
2024년 모듈발주\징코모듈\선적서류\12096pcs JWSH24120044 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202412060737"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 12096, ""pallets"": 635}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\CI 8000121180 SNKO03K250201369 JWSH250300.pdf,CI,success,1,"{""invoice_no"": ""Z202502200321"", ""lc_no"": ""M12MK2502NU00032"", ""pa_no"": ""MCKRJH24Q104"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 11520, ""total_watt"": 7315200, ""unit_price_usd_wp"": 0.085, ""total_usd"": 621792.0}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\CI 8000121181 SNKO03K250201374.pdf,CI,success,1,"{""invoice_no"": ""Z202502200322"", ""lc_no"": ""M12MK2502NU00032"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 11520, ""total_watt"": 7315200, ""unit_price_usd_wp"": 0.085, ""total_usd"": 621792.0}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\0014 탑솔라 수입필증 OBL JWSH25030014 2025.03.11.pdf,OBL,success,1,"{""declaration_no"": ""2"", ""master_bl_no"": ""SNKO03K250201369"", ""cif_usd"": 621792.0, ""exchange_rate"": 1433.08, ""hs_code"": ""8541430000""}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\1374 탑솔라 수입필증 OBL SNKO03K250201374   2025.03.11.pdf,OBL,success,1,"{""declaration_no"": ""2"", ""master_bl_no"": ""SNKO03K250201374"", ""cif_usd"": 621792.0, ""exchange_rate"": 1433.08, ""hs_code"": ""8541430000""}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\PL JWSH25030014.pdf,PL,success,1,"{""invoice_no"": ""Z202502200321"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520, ""pallets"": 635}"
2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 635WP  45MW 가운데 30MW(2025.02.19)\징코 7.5MW 3.5선적JWSH25030014\PL SNKO03K250201374.pdf,PL,success,1,"{""invoice_no"": ""Z202502200322"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520, ""pallets"": 635}"
2024년 모듈발주\징코모듈\100MW 중 625W 10MW 03.25 선적\Re_ [탑솔라(주)  기자재실] 10MW 선적서류(ETD2024.04.07)\2 CI_Z20240326077-1.pdf,CI,success,1,"{""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM625N-78HL4-BDV"", ""qty_pc"": 15984, ""total_watt"": 9990000, ""unit_price_usd_wp"": 0.113, ""total_usd"": 1128870.0}"
2024년 모듈발주\징코모듈\100MW 중 625W 10MW 03.25 선적\Re_ [탑솔라(주)  기자재실] 10MW 선적서류(ETD2024.04.07)\3 PL_Z20240326077-1.pdf,PL,partial,1,"{""country_of_origin"": ""China"", ""model"": ""JKM625N-78HL4-BDV""}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\6차 SNKO020241008028(11,520PCS)\SNKO020241008028-CUSTOMS-CI.pdf",CI,success,1,"{""invoice_no"": ""Z20241012075"", ""lc_no"": ""M12MK2409NU00040"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4-BDV-S"", ""qty_pc"": 11520, ""total_watt"": 7257600, ""total_usd"": 762048.0}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\6차 SNKO020241008028(11,520PCS)\SNKO020241008028-CUSTOMS-PL.pdf",PL,success,1,"{""invoice_no"": ""Z20241012075"", ""lc_no"": ""M12MK2409NU00040"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 11520, ""gross_weight_kg"": 980010338}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\5차 SNKO020241008037(11,520PCS)\SNKO020241008037 -CUSTOMS-CI.pdf",CI,success,1,"{""invoice_no"": ""Z20241012077"", ""lc_no"": ""M12MK2409NU00040"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 5544, ""total_watt"": 7257600, ""total_usd"": 762048.0}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\5차 SNKO020241008037(11,520PCS)\SNKO020241008037 -CUSTOMS-PL.pdf",PL,success,1,"{""invoice_no"": ""Z20241012077"", ""lc_no"": ""M12MK2409NU00040"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 5544}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\4차 SNKO020241009053 (12,996PCS)\SNKO020241009053 -CUSTOMS-CI.pdf",CI,success,1,"{""invoice_no"": ""Z20241014216"", ""lc_no"": ""M12MK2409NU00040"", ""pa_no"": ""MCKRJH24Q104"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 12816, ""total_watt"": 8187480, ""total_usd"": 859685.0}"
"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\4차 SNKO020241009053 (12,996PCS)\SNKO020241009053 -CUSTOMS-PL.pdf",PL,success,1,"{""invoice_no"": ""Z20241014216"", ""lc_no"": ""M12MK2409NU00040"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM630N-78HL4"", ""qty_pc"": 12816}"
"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507281831  CI&PL.pdf",PL,success,2,"{""invoice_no"": ""LS2507281831"", ""trade_term"": ""CIF"", ""country_of_origin"": ""CHINA"", ""model"": ""LR7-72HGD-620M"", ""total_watt"": 446400}"
2025년 모듈 발주\수입신고필증\1374 탑솔라 수입필증 OBL SNKO03K250201374   2025.03.11.pdf,OBL,success,1,"{""declaration_no"": ""2"", ""master_bl_no"": ""SNKO03K250201374"", ""cif_usd"": 621792.0, ""exchange_rate"": 1433.08, ""hs_code"": ""8541430000""}"
2025년 모듈 발주\수입신고필증\0014 탑솔라 수입필증 OBL JWSH25030014 2025.03.11.pdf,OBL,success,1,"{""declaration_no"": ""2"", ""master_bl_no"": ""SNKO03K250201369"", ""cif_usd"": 621792.0, ""exchange_rate"": 1433.08, ""hs_code"": ""8541430000""}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302336.pdf,CI,success,1,"{""invoice_no"": ""Z202503180059"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302342.pdf,CI,success,1,"{""invoice_no"": ""Z202503180060"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302344.pdf,CI,success,1,"{""invoice_no"": ""Z202503180061"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8460}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302826.pdf,CI,success,1,"{""invoice_no"": ""Z202503260092"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 5760}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250400209 (SHACYV52616).pdf,CI,success,1,"{""invoice_no"": ""Z202503260094"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302336.pdf,PL,success,1,"{""invoice_no"": ""Z202503180059"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302342.pdf,PL,success,1,"{""invoice_no"": ""Z202503180060"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 11520, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302344.pdf,PL,success,1,"{""invoice_no"": ""Z202503180061"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8460, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302826.pdf,PL,success,1,"{""invoice_no"": ""Z202503260092"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 5760, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250400209 (SHACYV52616).pdf,PL,success,1,"{""invoice_no"": ""Z202503260094"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\CI_Theone_11,502pcs  수정.pdf",CI,success,1,"{""invoice_no"": ""Z202511190066"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 10902, ""total_watt"": 6922770, ""unit_price_usd_wp"": 0.08, ""total_usd"": 553821.0}"
"2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\CI_Theone_11,502pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202511190066"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-B"", ""qty_pc"": 10902}"
"2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\PL_Theone_11,502pcs 수정.pdf",PL,success,1,"{""invoice_no"": ""Z202511190066"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""pallets"": 600}"
"2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\PL_Theone_11,502pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202511190066"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV"", ""qty_pc"": 10902, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원  5760pcs DJSCNGB250024685\CI_Theone_5,760pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202511190064"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 5760, ""total_watt"": 3657600, ""total_usd"": 292608.0}"
"2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원  5760pcs DJSCNGB250024685\PL_Theone_5,760pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202511190064"", ""pa_no"": ""MCKRJH25Q109"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 13,248pcs- 동진상선 DJSCNGB250024687\CI_13,248pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202511280372"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 13248, ""total_watt"": 8412480, ""unit_price_usd_wp"": 0.087, ""total_usd"": 731885.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 13,248pcs- 동진상선 DJSCNGB250024687\PL_13,248pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202511280372"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 11,772pcs\FW_ ZJNATP0006 8000322588,DJSCNGB250024696,QTY_11772 Pcs\3.8000322588-CUSTOMS-Z202512020148-2-CI.pdf",CI,success,1,"{""invoice_no"": ""Z202512020148"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 11772, ""total_watt"": 7475220, ""unit_price_usd_wp"": 0.087, ""total_usd"": 650344.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 11,772pcs\FW_ ZJNATP0006 8000322588,DJSCNGB250024696,QTY_11772 Pcs\4.8000322588-CUSTOMS-Z202512020148-2-PL.pdf",PL,success,1,"{""invoice_no"": ""Z202512020148"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs SNKO03K251102055\FW_ Re_ ZJNAHW002 8000325107,SNKO03K251102055,QTY_17280 PCS\1.8000325107-CUSTOMS-Z202512050197-2-CI.pdf",CI,success,1,"{""invoice_no"": ""Z202512050197"", ""pa_no"": ""MCKRJH25Q402"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17280, ""total_watt"": 10972800, ""unit_price_usd_wp"": 0.0897, ""total_usd"": 984260.0}"
