rel_path,file_type,parse_status,page_count,parsed_json
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\PL_15,732pcs - 수정본.pdf",PL,success,1,"{""invoice_no"": ""Z202512020077"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\PL_15,732pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512020077"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV"", ""qty_pc"": 15732, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\화신이엔지\론지-징코모듈SHADHG40310\THE ONE Co., Ltd_40HQ_17_LS2512293984_ATD12.29\LS2512293984_CI&PL.pdf",PL,success,2,"{""invoice_no"": ""LS2512293984"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""CHINA"", ""model"": ""LR7-72HYD-650M"", ""qty_pc"": 3323, ""total_watt"": 2159950}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\NBOZY6445100  16128pcs  SHKWA25011758\NBOZY6445100 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202504100046"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\NBOZY6445100  16128pcs  SHKWA25011758\NBOZY6445100 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202504100046"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 19332pcs-JWSH25120034\RE_ [진코솔라코리아] Topsolar 52mw_CI,PL,FR 송부의 건\CI_19,332pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020149"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 19332, ""total_watt"": 12275820, ""unit_price_usd_wp"": 0.087, ""total_usd"": 1067996.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 19332pcs-JWSH25120034\RE_ [진코솔라코리아] Topsolar 52mw_CI,PL,FR 송부의 건\PL_19,332pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512020149"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\RE_ [진코솔라코리아] Topsolar CI, PL, FR 송부의 건\CI_17,532pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020147"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17532, ""total_watt"": 11132820, ""unit_price_usd_wp"": 0.087, ""total_usd"": 968555.0}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\RE_ [진코솔라코리아] Topsolar CI, PL, FR 송부의 건\PL_17,532pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202512020147"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\CI_17,532pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202512020147"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17532, ""total_watt"": 11132820, ""unit_price_usd_wp"": 0.087, ""total_usd"": 968555.0}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 BL draft.pdf,BL,partial,2,"{""lc_no"": ""M12MK2504NU00032"", ""total_pallets"": 240}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202504090350"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640}"
2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202504090350"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640, ""pallets"": 635}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10MW(16,128pcs) 2025.06.02 SHKWA25010062\SHKWA25010062 CI.pdf",CI,success,1,"{""invoice_no"": ""Z202504100041"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10MW(16,128pcs) 2025.06.02 SHKWA25010062\SHKWA25010062 PL.pdf",PL,success,1,"{""invoice_no"": ""Z202504100041"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 16128, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030092"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 14976}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 HBL.pdf,HBL,partial,2,"{""bl_no_in_pdf"": ""sHKWA25019106"", ""total_pallets"": 416}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030092"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 14976, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030090"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030090"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 8640, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030091"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 8640}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 HBL.pdf,HBL,partial,2,"{""bl_no_in_pdf"": ""sHRWA25019109"", ""total_pallets"": 240}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030091"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 8640, ""pallets"": 635}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019765 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030096"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 13248, ""total_watt"": 8412480, ""unit_price_usd_wp"": 0.09, ""total_usd"": 719267.0}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019765 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030096"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019767 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509030097"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S"", ""qty_pc"": 12616, ""total_watt"": 8011160, ""unit_price_usd_wp"": 0.09, ""total_usd"": 684954.0}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019767 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509030097"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\하나은행\SHKWA25019768 CI.pdf,CI,success,1,"{""invoice_no"": ""Z202509040098"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""total_watt"": 424180, ""unit_price_usd_wp"": 0.09, ""total_usd"": 38176.0}"
2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\하나은행\SHKWA25019768 PL.pdf,PL,success,1,"{""invoice_no"": ""Z202509040098"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""pallets"": 668}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10.97MW  (17,280pcs)  2025.06.08선적 SHPUS25011179\SHPU25011179   17280pcs\SHPUS25011179 CI.pdf",CI,success,1,"{""invoice_no"": ""Z202504100043"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 17280}"
"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10.97MW  (17,280pcs)  2025.06.08선적 SHPUS25011179\SHPU25011179   17280pcs\SHPUS25011179 PL.pdf",PL,success,1,"{""invoice_no"": ""Z202504100043"", ""pa_no"": ""MCKRJH25Q108"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BD"", ""qty_pc"": 17280, ""pallets"": 635}"
2025년 모듈 발주\JA솔라 모듈\KNK\70MW 발주\9MW 선적진행\1차선적 635WP 6293pcs(2025.06.29)\Commercial Invoice (to Top Solar)_2025 06 30.pdf,CI,success,1,"{""invoice_no"": ""KNKE20250630"", ""country_of_origin"": "") CHINA"", ""qty_pc"": 6293, ""total_watt"": 3996055, ""total_usd"": 355648.0}"
2025년 모듈 발주\JA솔라 모듈\KNK\70MW 발주\9MW 선적진행\1차선적 635WP 6293pcs(2025.06.29)\Packing List (to Top Solar)_2025 06 30_v2.pdf,PL,partial,1,"{""country_of_origin"": "") CHINA"", ""qty_pc"": 6293, ""cbm"": 702.38}"
2025년 모듈 발주\JA솔라 모듈\KNK\70MW 발주\JA솔라(PCCLBL001250720)\Packing_list_(KNK~TOP_SOLAR)_KNKE20250724_(5MW).pdf,PL,partial,1,"{""country_of_origin"": "") CHINA"", ""qty_pc"": 7812, ""cbm"": 871.92}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\CI_10,368pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202602060143"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 10368, ""total_watt"": 6583680, ""unit_price_usd_wp"": 0.11, ""total_usd"": 724204.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,  21회차 13824pcs\CI_13,824pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202602060140"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 13824, ""total_watt"": 8778240, ""unit_price_usd_wp"": 0.11, ""total_usd"": 965606.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,3\CI_13,824pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202602060140"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 13824, ""total_watt"": 8778240, ""unit_price_usd_wp"": 0.11, ""total_usd"": 965606.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,20회차 15552pcs\CI_15,552pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202602060138"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""trade_term"": ""CIF"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4-BDV-S1"", ""qty_pc"": 15552, ""total_watt"": 9875520, ""unit_price_usd_wp"": 0.11, ""total_usd"": 1086307.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_18회차 9216pcs\CI_9,216pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202602060132"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 9216, ""unit_price_usd_wp"": 0.11, ""total_usd"": 643737.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_19회차 9485pcs\CI_9,485pcs.pdf",CI,success,1,"{""invoice_no"": ""Z202602060133"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 9485, ""unit_price_usd_wp"": 0.11, ""total_usd"": 662527.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\PL_10,368pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202602060143"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,  21회차 13824pcs\PL_13,824pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202602060140"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,3\PL_13,824pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202602060140"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,20회차 15552pcs\PL_15,552pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202602060138"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_18회차 9216pcs\PL_9,216pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202602060132"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_19회차 9485pcs\PL_9,485pcs.pdf",PL,success,1,"{""invoice_no"": ""Z202602060133"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 16차 자료\CI_17,280pcs_KD2602040182.pdf",CI,success,1,"{""invoice_no"": ""Z202602030187"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM640N-78HL4-BDV-S1"", ""qty_pc"": 17280, ""total_watt"": 11059200, ""unit_price_usd_wp"": 0.112, ""total_usd"": 1176698.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 16차 자료\PL_17,280pcs_KD2602040182.pdf",PL,success,1,"{""invoice_no"": ""Z202602030187"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 14차 자료\CI_17,280pcs_KD2602040583.pdf",CI,success,1,"{""invoice_no"": ""Z202602030180"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM640N-78HL4-BDV-S1"", ""qty_pc"": 17280, ""total_watt"": 11059200, ""unit_price_usd_wp"": 0.112, ""total_usd"": 1238630.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 14차 자료\PL_17,280pcs_KD2602040583.pdf",PL,success,1,"{""invoice_no"": ""Z202602030180"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 13차 자료\CI_17,280pcs_KD2602050010.pdf",CI,success,1,"{""invoice_no"": ""Z202602030181"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM640N-78HL4-BDV-S1"", ""qty_pc"": 17280, ""total_watt"": 11059200, ""unit_price_usd_wp"": 0.112, ""total_usd"": 1238630.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 13차 자료\PL_17,280pcs_KD2602050010.pdf",PL,success,1,"{""invoice_no"": ""Z202602030181"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 12차 자료\CI_1,656pcs_KD2602050118.pdf",CI,success,1,"{""invoice_no"": ""Z202602030178"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM640N-78HL4-BDV-S1"", ""qty_pc"": 1656, ""total_watt"": 1059840, ""unit_price_usd_wp"": 0.112, ""total_usd"": 118702.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 12차 자료\PL_1,656pcs_KD2602050118.pdf",PL,success,1,"{""invoice_no"": ""Z202602030178"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""pallets"": 1656}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 10차 자료\CI_17,280PCS_KD2602050263.pdf",CI,success,1,"{""invoice_no"": ""Z202602030135"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17280, ""total_watt"": 10972800, ""unit_price_usd_wp"": 0.11, ""total_usd"": 1207008.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 10차 자료\PL_17,280PCS_KD2602050263.pdf",PL,success,1,"{""invoice_no"": ""Z202602030135"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 11차 자료\CI_17,280pcs_KD2602050264.pdf",CI,success,1,"{""invoice_no"": ""Z202602030132"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""model"": ""JKM635N-78HL4"", ""qty_pc"": 17280, ""total_watt"": 10972800, ""unit_price_usd_wp"": 0.11, ""total_usd"": 1207008.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 11차 자료\PL_17,280pcs_KD2602050264.pdf",PL,success,1,"{""invoice_no"": ""Z202602030132"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China""}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 17차 자료\CI_8,576pcs_KD2602050284.pdf",CI,success,1,"{""invoice_no"": ""Z202602030188"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": "") CHINA"", ""model"": ""JKM640N-78HL4-BDV-S1"", ""qty_pc"": 8136, ""total_watt"": 5207040, ""unit_price_usd_wp"": 0.112, ""total_usd"": 583188.0}"
"2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 17차 자료\PL_8,576pcs_KD2602050284.pdf",PL,success,1,"{""invoice_no"": ""Z202602030188"", ""pa_no"": ""MCKRJH25Q301"", ""hs_code"": ""8541430000"", ""country_of_origin"": ""China"", ""pallets"": 440}"
"2026년 모듈 발주\트리나솔라\720WP 30MW\선적서류\TOPSOLAR 2601-TSI-00499-01 (1차, 15.4MW)\TED-2601-00499-00-36LC_CI&PL-통관용.pdf",PL,partial,1,"{""trade_term"": ""CIF"", ""qty_pc"": 21384, ""total_watt"": 15396480}"
