file_type,classification,page_count,total_chars,avg_chars_per_page,filename,rel_path
CI,DIGITAL,1,1283,1283.0,SNKO020241008037 -CUSTOMS-CI.pdf,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\5차 SNKO020241008037(11,520PCS)\SNKO020241008037 -CUSTOMS-CI.pdf"
PL,DIGITAL,1,685,685.0,SNKO020241008037 -CUSTOMS-PL.pdf,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\5차 SNKO020241008037(11,520PCS)\SNKO020241008037 -CUSTOMS-PL.pdf"
CI,DIGITAL,1,1278,1278.0,SNKO020241009053 -CUSTOMS-CI.pdf,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\4차 SNKO020241009053 (12,996PCS)\SNKO020241009053 -CUSTOMS-CI.pdf"
PL,DIGITAL,1,697,697.0,SNKO020241009053 -CUSTOMS-PL.pdf,"2024년 모듈발주\징코모듈\발주서(200MW 3개사)\징코 200MW 진행의 건\탑솔라  125MW\징코모듈 630WP  40MW 선적 2024.09.27개설\4차 SNKO020241009053 (12,996PCS)\SNKO020241009053 -CUSTOMS-PL.pdf"
BL,SCAN,1,0,0.0,LS2507281831_BL.pdf,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507281831_BL.pdf"
PL,DIGITAL,2,2603,1301.5,LS2507281831  CI&PL.pdf,"2025년 모듈 발주\론지솔라\탑솔라\론지모듈 640, 645,620\론지선적서류\[선적서류]_탑솔라(주)__론지모듈_LR7-72HYD-640_645M_11_40HQ__LR7-72HGD-620M_1_40HQ__\LS2507281831  CI&PL.pdf"
OBL,DIGITAL,1,2210,2210.0,1374 탑솔라 수입필증 OBL SNKO03K250201374   2025.03.11.pdf,2025년 모듈 발주\수입신고필증\1374 탑솔라 수입필증 OBL SNKO03K250201374   2025.03.11.pdf
OBL,DIGITAL,1,2221,2221.0,0014 탑솔라 수입필증 OBL JWSH25030014 2025.03.11.pdf,2025년 모듈 발주\수입신고필증\0014 탑솔라 수입필증 OBL JWSH25030014 2025.03.11.pdf
BL,SCAN,2,0,0.0,"BL_17,280pcs.pdf","2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs SNKO03K251102055\BL_17,280pcs.pdf"
CI,DIGITAL,1,1354,1354.0,CI SNKO03K250302336.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302336.pdf
CI,DIGITAL,1,1354,1354.0,CI SNKO03K250302342.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302342.pdf
CI,DIGITAL,1,1352,1352.0,CI SNKO03K250302344.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302344.pdf
CI,DIGITAL,1,1352,1352.0,CI SNKO03K250302826.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250302826.pdf
CI,DIGITAL,1,1360,1360.0,CI SNKO03K250400209 (SHACYV52616).pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\CI SNKO03K250400209 (SHACYV52616).pdf
HBL,SCAN,6,0,0.0,HBL SNKO03K250400209 (SHACYV52616).pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\HBL SNKO03K250400209 (SHACYV52616).pdf
OBL,SCAN,2,0,0.0,OBL SNKO03K250302336.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\OBL SNKO03K250302336.pdf
OBL,SCAN,2,0,0.0,OBL SNKO03K250302342.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\OBL SNKO03K250302342.pdf
OBL,SCAN,2,0,0.0,OBL SNKO03K250302344.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\OBL SNKO03K250302344.pdf
OBL,SCAN,2,0,0.0,OBL SNKO03K250302826.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\OBL SNKO03K250302826.pdf
PL,DIGITAL,1,643,643.0,PL SNKO03K250302336.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302336.pdf
PL,DIGITAL,1,643,643.0,PL SNKO03K250302342.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302342.pdf
PL,DIGITAL,1,637,637.0,PL SNKO03K250302344.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302344.pdf
PL,DIGITAL,1,637,637.0,PL SNKO03K250302826.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250302826.pdf
PL,DIGITAL,1,647,647.0,PL SNKO03K250400209 (SHACYV52616).pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 1차 개설 20MW(2025.03.14)\징코33.5\PL SNKO03K250400209 (SHACYV52616).pdf
BL,SCAN,1,0,0.0,DJSCNGB250024680_BL COPY.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\DJSCNGB250024680_BL COPY.pdf
CI,DIGITAL,1,1511,1511.0,"CI_Theone_11,502pcs  수정.pdf","2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\CI_Theone_11,502pcs  수정.pdf"
CI,DIGITAL,1,1451,1451.0,"CI_Theone_11,502pcs.pdf","2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\CI_Theone_11,502pcs.pdf"
PL,DIGITAL,1,766,766.0,"PL_Theone_11,502pcs 수정.pdf","2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\PL_Theone_11,502pcs 수정.pdf"
PL,DIGITAL,1,739,739.0,"PL_Theone_11,502pcs.pdf","2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원 11502pcs  DJSCNGB250024680_BL\PL_Theone_11,502pcs.pdf"
BL,SCAN,1,0,0.0,"BL_Theone_5,760pcs.pdf","2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원  5760pcs DJSCNGB250024685\BL_Theone_5,760pcs.pdf"
CI,DIGITAL,1,1363,1363.0,"CI_Theone_5,760pcs.pdf","2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원  5760pcs DJSCNGB250024685\CI_Theone_5,760pcs.pdf"
PL,DIGITAL,1,671,671.0,"PL_Theone_5,760pcs.pdf","2025년 모듈 발주\징코모듈\디원\선적서류\OneDrive_2025-12-09 디원  5760pcs DJSCNGB250024685\PL_Theone_5,760pcs.pdf"
BL,SCAN,1,0,0.0,DJSCNGB250024687_BL COPY.pdf,"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 13,248pcs- 동진상선 DJSCNGB250024687\DJSCNGB250024687_BL COPY.pdf"
CI,DIGITAL,1,1302,1302.0,"CI_13,248pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 13,248pcs- 동진상선 DJSCNGB250024687\CI_13,248pcs.pdf"
PL,DIGITAL,1,682,682.0,"PL_13,248pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 13,248pcs- 동진상선 DJSCNGB250024687\PL_13,248pcs.pdf"
CI,DIGITAL,1,1354,1354.0,3.8000322588-CUSTOMS-Z202512020148-2-CI.pdf,"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 11,772pcs\FW_ ZJNATP0006 8000322588,DJSCNGB250024696,QTY_11772 Pcs\3.8000322588-CUSTOMS-Z202512020148-2-CI.pdf"
PL,DIGITAL,1,688,688.0,4.8000322588-CUSTOMS-Z202512020148-2-PL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 11,772pcs\FW_ ZJNATP0006 8000322588,DJSCNGB250024696,QTY_11772 Pcs\4.8000322588-CUSTOMS-Z202512020148-2-PL.pdf"
BL,SCAN,2,0,0.0,SNKO03K251102055 BL (1).pdf,"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs SNKO03K251102055\FW_ Re_ ZJNAHW002 8000325107,SNKO03K251102055,QTY_17280 PCS\SNKO03K251102055 BL (1).pdf"
CI,DIGITAL,1,1096,1096.0,1.8000325107-CUSTOMS-Z202512050197-2-CI.pdf,"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs SNKO03K251102055\FW_ Re_ ZJNAHW002 8000325107,SNKO03K251102055,QTY_17280 PCS\1.8000325107-CUSTOMS-Z202512050197-2-CI.pdf"
CI,DIGITAL,1,1096,1096.0,SNKO03K251102055CI.pdf,"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs SNKO03K251102055\FW_ Re_ ZJNAHW002 8000325107,SNKO03K251102055,QTY_17280 PCS\SNKO03K251102055CI.pdf"
PL,DIGITAL,1,659,659.0,3.8000325107-CUSTOMS-Z202512050197-2-PL.pdf,"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs SNKO03K251102055\FW_ Re_ ZJNAHW002 8000325107,SNKO03K251102055,QTY_17280 PCS\3.8000325107-CUSTOMS-Z202512050197-2-PL.pdf"
PL,DIGITAL,1,659,659.0,SNKO03K251102055 PL.pdf,"2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs SNKO03K251102055\FW_ Re_ ZJNAHW002 8000325107,SNKO03K251102055,QTY_17280 PCS\SNKO03K251102055 PL.pdf"
CI,DIGITAL,1,1082,1082.0,1.8000325101-CUSTOMS-Z202512050196-2-CI.pdf,2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\FW_ ZJNAHW002 KR\1.8000325101-CUSTOMS-Z202512050196-2-CI.pdf
PL,DIGITAL,1,659,659.0,3.8000325101-CUSTOMS-Z202512050196-2-PL.pdf,2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\FW_ ZJNAHW002 KR\3.8000325101-CUSTOMS-Z202512050196-2-PL.pdf
CI,DIGITAL,1,1356,1356.0,CI HDMUSHAA28081200 635W 17280pcs.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 2차 개설 25MW)2025.03.19)\징코 17280pcs\CI HDMUSHAA28081200 635W 17280pcs.pdf
OBL,SCAN,2,0,0.0,OBL HDMUSHAA28081200 635W 17280pcs.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 2차 개설 25MW)2025.03.19)\징코 17280pcs\OBL HDMUSHAA28081200 635W 17280pcs.pdf
PL,DIGITAL,1,643,643.0,PL HDMUSHAA28081200 635W 17280pcs.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 2차 개설 25MW)2025.03.19)\징코 17280pcs\PL HDMUSHAA28081200 635W 17280pcs.pdf
CI,DIGITAL,1,1375,1375.0,JWSH25070012 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\JWSH25070012\JWSH25070012 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25070012 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\JWSH25070012\JWSH25070012 OBL.pdf
PL,DIGITAL,1,644,644.0,JWSH25070012 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\JWSH25070012\JWSH25070012 PL.pdf
CI,DIGITAL,1,1375,1375.0,JWSH25070013 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\JWSH25070013\JWSH25070013 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25070013 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\JWSH25070013\JWSH25070013 OBL.pdf
PL,DIGITAL,1,644,644.0,JWSH25070013 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\JWSH25070013\JWSH25070013 PL.pdf
CI,DIGITAL,1,1269,1269.0,JWSH25070017 CI.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_ 선적납기  JWSH25070017\JWSH25070017 CI.pdf
CI,DIGITAL,1,1269,1269.0,JWSH25070017 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070017\JWSH25070017 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25070017 OBL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_ 선적납기  JWSH25070017\JWSH25070017 OBL.pdf
OBL,SCAN,2,0,0.0,JWSH25070017 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070017\JWSH25070017 OBL.pdf
PL,DIGITAL,1,657,657.0,JWSH25070017 PL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_ 선적납기  JWSH25070017\JWSH25070017 PL.pdf
PL,DIGITAL,1,657,657.0,JWSH25070017 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070017\JWSH25070017 PL.pdf
CI,DIGITAL,1,1263,1263.0,JWSH25070018 CI.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_    JWSH25070018\JWSH25070018 CI.pdf
CI,DIGITAL,1,1263,1263.0,JWSH25070018 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070018\JWSH25070018 CI.pdf
OBL,SCAN,1,0,0.0,JWSH25070018 OBL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_    JWSH25070018\JWSH25070018 OBL.pdf
OBL,SCAN,1,0,0.0,JWSH25070018 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070018\JWSH25070018 OBL.pdf
PL,DIGITAL,1,651,651.0,JWSH25070018 PL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\FW_ Re_ 진코 25Q3선적LC Re_ 7월선적스케줄 Re_    JWSH25070018\JWSH25070018 PL.pdf
PL,DIGITAL,1,651,651.0,JWSH25070018 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070018\JWSH25070018 PL.pdf
CI,DIGITAL,1,1298,1298.0,JWSH25070021 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070021\JWSH25070021 CI.pdf
OBL,SCAN,1,0,0.0,JWSH25070021 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070021\JWSH25070021 OBL.pdf
PL,DIGITAL,1,643,643.0,JWSH25070021 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070021\JWSH25070021 PL.pdf
CI,DIGITAL,1,1305,1305.0,JWSH25070022 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\징코 2025.7.15선적 JWSH25070022\JWSH25070022 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25070022 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\징코 2025.7.15선적 JWSH25070022\JWSH25070022 OBL.pdf
PL,DIGITAL,1,630,630.0,JWSH25070022 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\33MW  2025.06.19  산업은행\징코 2025.7.15선적 JWSH25070022\JWSH25070022 PL.pdf
CI,DIGITAL,1,1276,1276.0,JWSH25070025 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070025\JWSH25070025 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25070025 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070025\JWSH25070025 OBL.pdf
PL,DIGITAL,1,634,634.0,JWSH25070025 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 5차 개설 63MW\JWSH25070025\JWSH25070025 PL.pdf
CI,DIGITAL,1,1265,1265.0,JWSH25070026 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25070026\JWSH25070026 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25070026 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25070026\JWSH25070026 OBL.pdf
PL,DIGITAL,1,644,644.0,JWSH25070026 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25070026\JWSH25070026 PL.pdf
CI,DIGITAL,1,1322,1322.0,JWSH25080025 CI.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080025 CI.pdf"
OBL,SCAN,2,0,0.0,JWSH25080025 OBL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080025 OBL.pdf"
PL,DIGITAL,1,669,669.0,JWSH25080025 PL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080025 PL.pdf"
CI,DIGITAL,1,1332,1332.0,JWSH25080026 CI.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080026 CI.pdf"
OBL,SCAN,1,0,0.0,JWSH25080026 OBL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080026 OBL.pdf"
PL,DIGITAL,1,677,677.0,JWSH25080026 Pl.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\JWSH25080025,26\FW_ RE_ 진코 25Q3선적LC\JWSH25080026 Pl.pdf"
CI,DIGITAL,1,1454,1454.0,JWSH25080028 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\징코모듈  ETD 8.31 17718pcs\JWSH25080028 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25080028 OBL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\징코모듈  ETD 8.31 17718pcs\JWSH25080028 OBL.pdf
PL,DIGITAL,1,716,716.0,JWSH25080028 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 6차 개설 24.3MW\징코모듈  ETD 8.31 17718pcs\JWSH25080028 PL.pdf
CI,DIGITAL,1,1375,1375.0,JWSH25090001 CI.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\디원  11520pcs\JWSH25090001 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25090001 OBL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\디원  11520pcs\JWSH25090001 OBL.pdf
PL,DIGITAL,1,646,646.0,JWSH25090001 PL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\디원  11520pcs\JWSH25090001 PL.pdf
CI,DIGITAL,1,1379,1379.0,JWSH25090007 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090007 CI.pdf
CI,DIGITAL,1,1379,1379.0,JWSH25090007 CI.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090007 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25090007 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090007 OBL.pdf
OBL,SCAN,2,0,0.0,JWSH25090007 OBL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090007 OBL.pdf
PL,DIGITAL,1,650,650.0,JWSH25090007 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090007 PL.pdf
PL,DIGITAL,1,650,650.0,JWSH25090007 PL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090007 PL.pdf
CI,DIGITAL,1,1375,1375.0,JWSH25090008 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090008 CI.pdf
CI,DIGITAL,1,1375,1375.0,JWSH25090008 CI.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090008 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25090008 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090008 OBL.pdf
OBL,SCAN,2,0,0.0,JWSH25090008 OBL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090008 OBL.pdf
PL,DIGITAL,1,646,646.0,JWSH25090008 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\디원\JWSH25090008 PL.pdf
PL,DIGITAL,1,646,646.0,JWSH25090008 PL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\JWSH25090008 PL.pdf
CI,DIGITAL,1,1377,1377.0,JWSH25090011 CI.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\디원 9252pcs\JWSH25090011 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25090011 OBL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\디원 9252pcs\JWSH25090011 OBL.pdf
PL,DIGITAL,1,644,644.0,JWSH25090011 PL.pdf,2025년 모듈 발주\징코모듈\디원\선적서류\디원 9252pcs\JWSH25090011 PL.pdf
CI,DIGITAL,1,1373,1373.0,JWSH25090054 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090054 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25090054 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090054 OBL.pdf
PL,DIGITAL,1,637,637.0,JWSH25090054 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090054 PL.pdf
CI,DIGITAL,1,1379,1379.0,JWSH25090055 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090055 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25090055 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090055 OBL.pdf
