file_type,classification,page_count,total_chars,avg_chars_per_page,filename,rel_path
PL,DIGITAL,1,647,647.0,JWSH25090055 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090055 PL.pdf
CI,DIGITAL,1,1379,1379.0,JWSH25090057 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090057 CI.pdf
OBL,SCAN,2,0,0.0,JWSH25090057 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090057 OBL.pdf
PL,DIGITAL,1,647,647.0,JWSH25090057 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\새 폴더\RE_ 진코솔라 9월 선적스케줄\JWSH25090057 PL.pdf
CI,DIGITAL,1,1082,1082.0,"CI_17,280pcs.pdf","2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\CI_17,280pcs.pdf"
CI,DIGITAL,1,1082,1082.0,JWSH25120010  CI.pdf,2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\FW_ ZJNAHW002 KR\JWSH25120010  CI.pdf
OBL,SCAN,2,0,0.0,2.JWSH25120010 OBL.pdf,2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\FW_ ZJNAHW002 KR\2.JWSH25120010 OBL.pdf
PL,DIGITAL,1,659,659.0,JWSH25120010 -PL.pdf,2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\FW_ ZJNAHW002 KR\JWSH25120010 -PL.pdf
PL,DIGITAL,1,659,659.0,"PL_17,280pcs.pdf","2025년 모듈 발주\징코모듈\화신이엔지\징코-화신 635WP 17280pcs  JWSH25120010\PL_17,280pcs.pdf"
BL,SCAN,1,0,0.0,"BL_4,284pcs JWSH25120016.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 4284pcs-JWSH25120016\BL_4,284pcs JWSH25120016.pdf"
CI,DIGITAL,1,1297,1297.0,"CI_4,284pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 4284pcs-JWSH25120016\CI_4,284pcs.pdf"
PL,DIGITAL,1,677,677.0,"PL_4,284pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 4284pcs-JWSH25120016\PL_4,284pcs.pdf"
CI,DIGITAL,1,1304,1304.0,"CI_15,732pcs  수정본.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\CI_15,732pcs  수정본.pdf"
CI,DIGITAL,1,1387,1387.0,"CI_15,732pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\CI_15,732pcs.pdf"
PL,DIGITAL,1,683,683.0,"PL_15,732pcs - 수정본.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\PL_15,732pcs - 수정본.pdf"
PL,DIGITAL,1,660,660.0,"PL_15,732pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\PL_15,732pcs.pdf"
BL,SCAN,2,0,0.0,"BL_19,332pcs JWSH25120034.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 19332pcs-JWSH25120034\RE_ [진코솔라코리아] Topsolar 52mw_CI,PL,FR 송부의 건\BL_19,332pcs JWSH25120034.pdf"
OBL,SCAN,1,0,0.0,LS2512293984_OBL.pdf,"2025년 모듈 발주\징코모듈\화신이엔지\론지-징코모듈SHADHG40310\THE ONE Co., Ltd_40HQ_17_LS2512293984_ATD12.29\LS2512293984_OBL.pdf"
PL,DIGITAL,2,2905,1452.5,LS2512293984_CI&PL.pdf,"2025년 모듈 발주\징코모듈\화신이엔지\론지-징코모듈SHADHG40310\THE ONE Co., Ltd_40HQ_17_LS2512293984_ATD12.29\LS2512293984_CI&PL.pdf"
HBL,SCAN,2,0,0.0,NBOA39932100_HBL扫描.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\NBOZY6445100  16128pcs  SHKWA25011758\NBOA39932100_HBL扫描.pdf
CI,DIGITAL,1,1360,1360.0,NBOZY6445100 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\NBOZY6445100  16128pcs  SHKWA25011758\NBOZY6445100 CI.pdf
PL,DIGITAL,1,647,647.0,NBOZY6445100 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\NBOZY6445100  16128pcs  SHKWA25011758\NBOZY6445100 PL.pdf
CI,DIGITAL,1,1369,1369.0,"CI_19,332pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 19332pcs-JWSH25120034\RE_ [진코솔라코리아] Topsolar 52mw_CI,PL,FR 송부의 건\CI_19,332pcs.pdf"
PL,DIGITAL,1,690,690.0,"PL_19,332pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 19332pcs-JWSH25120034\RE_ [진코솔라코리아] Topsolar 52mw_CI,PL,FR 송부의 건\PL_19,332pcs.pdf"
CI,DIGITAL,1,1373,1373.0,"CI_17,532pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\RE_ [진코솔라코리아] Topsolar CI, PL, FR 송부의 건\CI_17,532pcs.pdf"
PL,DIGITAL,1,688,688.0,"PL_17,532pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\RE_ [진코솔라코리아] Topsolar CI, PL, FR 송부의 건\PL_17,532pcs.pdf"
BL,SCAN,12,0,0.0,"BL_17,532pcs  SELYIT256012.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\RE_ [진코솔라코리아] Topsolar CI, PL, FR 송부의 건\BL_17,532pcs  SELYIT256012.pdf"
CI,DIGITAL,1,1373,1373.0,"CI_17,532pcs.pdf","2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 17,532pcs  SELYIT256012\CI_17,532pcs.pdf"
BL,SCAN,2,0,0.0,MX-M5658N_20250523_141424 O BL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\MX-M5658N_20250523_141424 O BL.pdf
BL,DIGITAL,2,2117,1058.5,SHKWA25009166 BL draft.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 BL draft.pdf
CI,DIGITAL,1,1352,1352.0,SHKWA25009166 CI.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 CI.pdf
PL,DIGITAL,1,637,637.0,SHKWA25009166 PL.pdf,2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 3차 개설 5.5MW(2025.04.04)\635WP  8640pcs SHKWA25009166  (2025.05.22)\SHKWA25009166 PL.pdf
CI,DIGITAL,1,1360,1360.0,SHKWA25010062 CI.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10MW(16,128pcs) 2025.06.02 SHKWA25010062\SHKWA25010062 CI.pdf"
OBL,SCAN,2,0,0.0,SHKWA25010062 OBL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10MW(16,128pcs) 2025.06.02 SHKWA25010062\SHKWA25010062 OBL.pdf"
PL,DIGITAL,1,647,647.0,SHKWA25010062 PL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10MW(16,128pcs) 2025.06.02 SHKWA25010062\SHKWA25010062 PL.pdf"
BL,SCAN,1,0,0.0,SHKWA25019106 BL update.PDF,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 BL update.PDF
BL,SCAN,1,0,0.0,SHKWA25019106 BL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 BL.pdf
CI,DIGITAL,1,1379,1379.0,SHKWA25019106 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 CI.pdf
HBL,DIGITAL,2,2386,1193.0,SHKWA25019106 HBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 HBL.pdf
PL,DIGITAL,1,647,647.0,SHKWA25019106 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019106 PL.pdf
BL,SCAN,1,0,0.0,SHKWA25019107 BL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 BL.pdf
CI,DIGITAL,1,1373,1373.0,SHKWA25019107 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 CI.pdf
HBL,SCAN,2,0,0.0,SHKWA25019107 HBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 HBL.pdf
PL,DIGITAL,1,637,637.0,SHKWA25019107 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019107 PL.pdf
BL,SCAN,1,0,0.0,SHKWA25019109 BL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 BL.pdf
CI,DIGITAL,1,1373,1373.0,SHKWA25019109 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 CI.pdf
HBL,DIGITAL,2,2424,1212.0,SHKWA25019109 HBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 HBL.pdf
PL,DIGITAL,1,637,637.0,SHKWA25019109 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄\SHKWA25019109 PL.pdf
CI,DIGITAL,1,1348,1348.0,SHKWA25019765 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019765 CI.pdf
OBL,SCAN,2,0,0.0,SHKWA25019765 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019765 OBL.pdf
PL,DIGITAL,1,679,679.0,SHKWA25019765 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019765 PL.pdf
CI,DIGITAL,1,1349,1349.0,SHKWA25019767 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019767 CI.pdf
OBL,SCAN,2,0,0.0,SHKWA25019767 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019767 OBL.pdf
PL,DIGITAL,1,675,675.0,SHKWA25019767 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\SHKWA25019767 PL.pdf
CI,DIGITAL,1,1377,1377.0,SHKWA25019768 CI.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\하나은행\SHKWA25019768 CI.pdf
OBL,SCAN,2,0,0.0,SHKWA25019768 OBL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\하나은행\SHKWA25019768 OBL.pdf
PL,DIGITAL,1,662,662.0,SHKWA25019768 PL.pdf,2025년 모듈 발주\징코모듈\9월 징코모듈 선적서류\RE_ 진코솔라 9월 선적스케줄 (마지막 선적)\하나은행\SHKWA25019768 PL.pdf
CI,DIGITAL,1,1356,1356.0,SHPUS25011179 CI.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10.97MW  (17,280pcs)  2025.06.08선적 SHPUS25011179\SHPU25011179   17280pcs\SHPUS25011179 CI.pdf"
OBL,SCAN,5,0,0.0,SHPUS25011179 OBL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10.97MW  (17,280pcs)  2025.06.08선적 SHPUS25011179\SHPU25011179   17280pcs\SHPUS25011179 OBL.pdf"
PL,DIGITAL,1,643,643.0,SHPUS25011179 PL.pdf,"2025년 모듈 발주\징코모듈\탑솔라\170MW 계약 진행건 - 완료\170MW - 4차 개설 37MW(2025.04.07)\징코 10.97MW  (17,280pcs)  2025.06.08선적 SHPUS25011179\SHPU25011179   17280pcs\SHPUS25011179 PL.pdf"
BL,SCAN,2,0,0.0,提单_北亚区_出口_TMNBKPTR9924001_20251217 JWSH25120029.pdf,2025년 모듈 발주\징코모듈\탑솔라\400MW 계약서 - 350MW 변경\징코-탑솔라 15732pcs-JWSH25120029\提单_北亚区_出口_TMNBKPTR9924001_20251217 JWSH25120029.pdf
BL,SCAN,3,39,13.0,TED-2507-09808-01-12-EASPH2539SK6006_BL (스캔본).PDF,"2025년 모듈 발주\트리나\1차 PI 50MW\트리나 1차물량 선적-하나은행 개설\TOPSOLAR 2507-TSI-09808 (1차 물량)\TOPSOLAR 2507-TSI-09808-00 (1-1) 700W 7,128pcs\TED-2507-09808-01-12-EASPH2539SK6006_BL (스캔본).PDF"
BL,SCAN,2,0,0.0,TED-2507-09808-01-12-EASPH2539SK6006_BL.pdf,"2025년 모듈 발주\트리나\1차 PI 50MW\트리나 1차물량 선적-하나은행 개설\TOPSOLAR 2507-TSI-09808 (1차 물량)\TOPSOLAR 2507-TSI-09808-00 (1-1) 700W 7,128pcs\TED-2507-09808-01-12-EASPH2539SK6006_BL.pdf"
PL,SCAN,2,0,0.0,TED-2507-09808-01-12-CIPL.pdf,"2025년 모듈 발주\트리나\1차 PI 50MW\트리나 1차물량 선적-하나은행 개설\TOPSOLAR 2507-TSI-09808 (1차 물량)\TOPSOLAR 2507-TSI-09808-00 (1-1) 700W 7,128pcs\TED-2507-09808-01-12-CIPL.pdf"
CI,DIGITAL,1,858,858.0,Commercial Invoice (to Top Solar)_2025 06 30.pdf,2025년 모듈 발주\JA솔라 모듈\KNK\70MW 발주\9MW 선적진행\1차선적 635WP 6293pcs(2025.06.29)\Commercial Invoice (to Top Solar)_2025 06 30.pdf
PL,DIGITAL,1,661,661.0,Packing List (to Top Solar)_2025 06 30_v2.pdf,2025년 모듈 발주\JA솔라 모듈\KNK\70MW 발주\9MW 선적진행\1차선적 635WP 6293pcs(2025.06.29)\Packing List (to Top Solar)_2025 06 30_v2.pdf
PL,DIGITAL,1,661,661.0,Packing_list_(KNK~TOP_SOLAR)_KNKE20250724_(5MW).pdf,2025년 모듈 발주\JA솔라 모듈\KNK\70MW 발주\JA솔라(PCCLBL001250720)\Packing_list_(KNK~TOP_SOLAR)_KNKE20250724_(5MW).pdf
BL,SCAN,1,0,0.0,"BL_10,368pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\BL_10,368pcs.pdf"
BL,SCAN,1,0,0.0,"BL_13,824pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,  21회차 13824pcs\BL_13,824pcs.pdf"
BL,SCAN,1,0,0.0,"BL_9,216pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_18회차 9216pcs\BL_9,216pcs.pdf"
BL,SCAN,1,0,0.0,"BL_9,485pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_19회차 9485pcs\BL_9,485pcs.pdf"
CI,DIGITAL,1,1315,1315.0,"CI_10,368pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\CI_10,368pcs.pdf"
CI,DIGITAL,1,1315,1315.0,"CI_13,824pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,  21회차 13824pcs\CI_13,824pcs.pdf"
CI,DIGITAL,1,1315,1315.0,"CI_13,824pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,3\CI_13,824pcs.pdf"
CI,DIGITAL,1,1329,1329.0,"CI_15,552pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,20회차 15552pcs\CI_15,552pcs.pdf"
CI,DIGITAL,1,1332,1332.0,"CI_9,216pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_18회차 9216pcs\CI_9,216pcs.pdf"
CI,DIGITAL,1,1333,1333.0,"CI_9,485pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_19회차 9485pcs\CI_9,485pcs.pdf"
PL,DIGITAL,1,671,671.0,"PL_10,368pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\PL_10,368pcs.pdf"
PL,DIGITAL,1,671,671.0,"PL_13,824pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,  21회차 13824pcs\PL_13,824pcs.pdf"
PL,DIGITAL,1,671,671.0,"PL_13,824pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS, 22회차 10368pcs\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,3\PL_13,824pcs.pdf"
PL,DIGITAL,1,671,671.0,"PL_15,552pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_17000 PCS,20회차 15552pcs\PL_15,552pcs.pdf"
PL,DIGITAL,1,666,666.0,"PL_9,216pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_18회차 9216pcs\PL_9,216pcs.pdf"
PL,DIGITAL,1,669,669.0,"PL_9,485pcs.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ 8000363763,DJSCNGB260008239_ KD2602040181,QTY_19회차 9485pcs\PL_9,485pcs.pdf"
BL,SCAN,1,0,0.0,"BL_17,280pcs_KD2602040182.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 16차 자료\BL_17,280pcs_KD2602040182.pdf"
CI,DIGITAL,1,1349,1349.0,"CI_17,280pcs_KD2602040182.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 16차 자료\CI_17,280pcs_KD2602040182.pdf"
PL,DIGITAL,1,667,667.0,"PL_17,280pcs_KD2602040182.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 16차 자료\PL_17,280pcs_KD2602040182.pdf"
BL,SCAN,1,0,0.0,"BL_17,280pcs_KD2602040583.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 14차 자료\BL_17,280pcs_KD2602040583.pdf"
CI,DIGITAL,1,1374,1374.0,"CI_17,280pcs_KD2602040583.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 14차 자료\CI_17,280pcs_KD2602040583.pdf"
PL,DIGITAL,1,670,670.0,"PL_17,280pcs_KD2602040583.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 14차 자료\PL_17,280pcs_KD2602040583.pdf"
BL,SCAN,1,0,0.0,"BL_17,280pcs_KD2602050010.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 13차 자료\BL_17,280pcs_KD2602050010.pdf"
CI,DIGITAL,1,1358,1358.0,"CI_17,280pcs_KD2602050010.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 13차 자료\CI_17,280pcs_KD2602050010.pdf"
PL,DIGITAL,1,667,667.0,"PL_17,280pcs_KD2602050010.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 13차 자료\PL_17,280pcs_KD2602050010.pdf"
BL,SCAN,1,0,0.0,"BL_1,656pcs_KD2602050118.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 12차 자료\BL_1,656pcs_KD2602050118.pdf"
CI,DIGITAL,1,1354,1354.0,"CI_1,656pcs_KD2602050118.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 12차 자료\CI_1,656pcs_KD2602050118.pdf"
PL,DIGITAL,1,659,659.0,"PL_1,656pcs_KD2602050118.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 12차 자료\PL_1,656pcs_KD2602050118.pdf"
BL,SCAN,1,0,0.0,"BL_17,280PCS_KD2602050263.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 10차 자료\BL_17,280PCS_KD2602050263.pdf"
CI,DIGITAL,1,1311,1311.0,"CI_17,280PCS_KD2602050263.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 10차 자료\CI_17,280PCS_KD2602050263.pdf"
PL,DIGITAL,1,667,667.0,"PL_17,280PCS_KD2602050263.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 10차 자료\PL_17,280PCS_KD2602050263.pdf"
BL,SCAN,1,0,0.0,"BL_17,280pcs_KD2602050264.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 11차 자료\BL_17,280pcs_KD2602050264.pdf"
CI,DIGITAL,1,1316,1316.0,"CI_17,280pcs_KD2602050264.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 11차 자료\CI_17,280pcs_KD2602050264.pdf"
PL,DIGITAL,1,667,667.0,"PL_17,280pcs_KD2602050264.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 11차 자료\PL_17,280pcs_KD2602050264.pdf"
BL,SCAN,1,0,0.0,"BL_8,576pcs_KD2602050284.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 17차 자료\BL_8,576pcs_KD2602050284.pdf"
CI,DIGITAL,1,1498,1498.0,"CI_8,576pcs_KD2602050284.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 17차 자료\CI_8,576pcs_KD2602050284.pdf"
PL,DIGITAL,1,750,750.0,"PL_8,576pcs_KD2602050284.pdf","2026년 모듈 발주\징코솔라\선적서류\RE_ [TOPSOLAR] MCKRJH25Q301_4 17차 자료\PL_8,576pcs_KD2602050284.pdf"
BL,SCAN,1,0,0.0,BL Copy_EASEK2606SK0001.pdf,"2026년 모듈 발주\트리나솔라\720WP 30MW\선적서류\TOPSOLAR 2601-TSI-00499-01 (1차, 15.4MW)\BL Copy_EASEK2606SK0001.pdf"
PL,SCAN,2,0,0.0,TED-2601-00499-00-36-CIPL.pdf,"2026년 모듈 발주\트리나솔라\720WP 30MW\선적서류\TOPSOLAR 2601-TSI-00499-01 (1차, 15.4MW)\TED-2601-00499-00-36-CIPL.pdf"
PL,DIGITAL,1,1067,1067.0,TED-2601-00499-00-36LC_CI&PL-통관용.pdf,"2026년 모듈 발주\트리나솔라\720WP 30MW\선적서류\TOPSOLAR 2601-TSI-00499-01 (1차, 15.4MW)\TED-2601-00499-00-36LC_CI&PL-통관용.pdf"
